VendaID,Data,ClienteID,ProdutoID,Canal,Forma_Pagamento,Status,Quantidade,Preco_Unit,Desconto_Perc,Receita_Bruta,Receita_Liquida,Custo_Total,Lucro,Cidade,UF,Segmento_Cliente
V049172,2024-10-07,C000688,P000755,Online,Crédito,Entregue,3,16.05,0.048,48.15,45.84,29.97,15.87,Chapecó,SC,Varejo
V035528,2024-03-03,C000221,P000766,Online,Crédito,Entregue,1,34.02,0.35,34.02,22.11,26.07,-3.96,Joinville,SC,Varejo
V020377,2025-03-14,C000107,P000267,Online,Crédito,Entregue,4,15.58,0.287,62.32,44.43,39.8,4.63,Niterói,RJ,Varejo
V046011,2024-02-08,C000141,P001158,Loja Física,Crédito,Entregue,2,12.79,0.097,25.58,23.1,19.52,3.58,Joinville,SC,Varejo
V041548,2024-04-22,C000330,P000794,Loja Física,Crédito,Entregue,4,10.63,0.35,42.52,27.64,24.92,2.72,Belo Horizonte,MG,Atacado
V026459,2024-05-02,C000309,P001010,Online,Débito,Devolvido,4,8.43,0.332,33.72,22.52,20.56,1.96,Campinas,SP,Varejo
V020874,2024-04-15,C000337,P000286,Loja Física,Crédito,Entregue,3,15.77,0.062,47.31,44.38,32.76,11.62,Porto Alegre,RS,Varejo
V020484,2024-04-07,C001131,P000021,Loja Física,Crédito,Entregue,6,6.75,0.152,40.5,34.34,32.4,1.94,Caucaia,CE,Atacado
V023499,2024-11-25,C001127,P000566,Loja Física,Crédito,Entregue,3,16.9,0.133,50.7,43.96,32.1,11.86,Caruaru,PE,Varejo
V000641,2024-09-26,C001171,P000947,Loja Física,Crédito,Devolvido,3,12.26,0.079,36.78,33.87,28.53,5.34,Uberlândia,MG,Premium
V044856,2024-03-05,C001038,P000415,Online,Crédito,Cancelado,6,12.87,0.167,77.22,64.32,60.48,3.84,Feira de Santana,BA,Atacado
V014762,2025-05-20,C000548,P000743,Loja Física,Crédito,Entregue,2,7.57,0.144,15.14,12.96,11.8,1.16,Caxias do Sul,RS,Varejo
V010446,2024-09-14,C000768,P000465,Loja Física,Débito,Entregue,2,16.26,0.079,32.52,29.95,20.86,9.09,Feira de Santana,BA,Varejo
V044158,2024-06-17,C001047,P000679,Marketplace,Crédito,Entregue,4,13.38,0.138,53.52,46.13,32.68,13.45,Juiz de Fora,MG,Premium
V002876,2025-04-27,C000316,P001066,Marketplace,Crédito,Entregue,3,11.53,0.003,34.59,34.49,23.46,11.03,Niterói,RJ,Varejo
V047178,2025-05-10,C000341,P000935,Loja Física,Crédito,Entregue,2,27.02,0.179,54.04,44.37,44.48,-0.11,Juiz de Fora,MG,Varejo
V031532,2025-07-26,C000425,P000767,Loja Física,Débito,Entregue,5,14.25,0.143,71.25,61.06,42.05,19.01,Caxias do Sul,RS,Varejo
V025679,2024-02-20,C000731,P001165,Marketplace,Boleto,Entregue,5,13.67,0.245,68.35,51.6,45.95,5.65,Caxias do Sul,RS,Varejo
V009849,2024-01-23,C001092,P000991,Online,Crédito,Entregue,2,5.93,0.162,11.86,9.94,7.7,2.24,Feira de Santana,BA,Premium
V010599,2024-01-29,C000579,P000043,Loja Física,Crédito,Entregue,2,10.33,0.167,20.66,17.21,14.64,2.57,Ribeirão Preto,SP,Varejo
V004525,2024-02-19,C001497,P000311,Marketplace,Crédito,Entregue,2,13.15,0.075,26.3,24.33,15.22,9.11,Salvador,BA,Varejo
V046201,2024-02-28,C000300,P000789,Loja Física,Crédito,Entregue,7,14.33,0.145,100.31,85.77,63.21,22.56,Florianópolis,SC,Corporate
V048140,2024-03-17,C001478,P001054,Loja Física,Crédito,Entregue,2,11.32,0.045,22.64,21.62,14.26,7.36,Ponta Grossa,PR,Premium
V006516,2024-11-04,C000164,P000760,Online,Pix,Entregue,5,12.79,0.199,63.95,51.22,35.85,15.37,Sorocaba,SP,Varejo
V025695,2025-05-24,C000536,P001192,Loja Física,Pix,Devolvido,4,10.49,0.23,41.96,32.31,29.28,3.03,Florianópolis,SC,Varejo
V001509,2024-06-17,C000917,P000378,Loja Física,Pix,Entregue,2,16.05,0.03,32.1,31.14,19.7,11.44,Curitiba,PR,Varejo
V042358,2024-06-26,C000422,P000089,Online,Pix,Entregue,4,13.4,0.146,53.6,45.77,41.16,4.61,Contagem,MG,Varejo
V012286,2024-09-26,C001476,P000097,Televendas,Débito,Entregue,3,11.15,0.345,33.45,21.91,22.05,-0.14,Curitiba,PR,Varejo
V011016,2024-05-06,C001245,P000361,Online,Boleto,Entregue,4,34.08,0.023,136.32,133.18,75.44,57.74,Campinas,SP,Premium
V046616,2025-02-27,C000499,P000815,Loja Física,Débito,Entregue,3,9.46,0.084,28.38,26.0,23.04,2.96,Camaçari,BA,Varejo
V027601,2025-04-05,C000925,P000553,Marketplace,Débito,Entregue,4,16.34,0.231,65.36,50.26,41.96,8.3,Campos dos Goytacazes,RJ,Atacado
V040772,2025-04-21,C000329,P000957,Online,Crédito,Entregue,7,16.09,0.155,112.63,95.17,83.72,11.45,Camaçari,BA,Varejo
V046865,2025-02-08,C000254,P000570,Online,Crédito,Entregue,4,14.57,0.008,58.28,57.81,34.64,23.17,Belo Horizonte,MG,Varejo
V029802,2024-01-08,C000658,P000878,Online,Débito,Entregue,2,19.33,0.151,38.66,32.82,21.22,11.6,Joinville,SC,Varejo
V018876,2025-01-05,C000794,P001117,Loja Física,Crédito,Entregue,3,18.12,0.193,54.36,43.87,32.01,11.86,Jaboatão dos Guararapes,PE,Varejo
V012794,2025-02-22,C000184,P000890,Loja Física,Pix,Entregue,1,11.31,0.047,11.31,10.78,8.91,1.87,Niterói,RJ,Varejo
V005740,2024-02-02,C000996,P000644,Loja Física,Crédito,Entregue,6,12.58,0.089,75.48,68.76,55.5,13.26,Santos,SP,Varejo
V000737,2024-09-19,C001038,P000193,Online,Crédito,Entregue,2,17.2,0.135,34.4,29.76,20.2,9.56,Feira de Santana,BA,Atacado
V003608,2025-06-11,C001112,P000704,Loja Física,Pix,Entregue,6,14.57,0.084,87.42,80.08,65.16,14.92,Uberlândia,MG,Premium
V025430,2024-03-06,C001005,P001036,Loja Física,Débito,Entregue,2,8.01,0.096,16.02,14.48,10.8,3.68,Juiz de Fora,MG,Varejo
V030966,2024-03-08,C001156,P000467,Loja Física,Crédito,Entregue,4,5.47,0.167,21.88,18.23,13.12,5.11,Santos,SP,Varejo
V019707,2025-05-25,C001373,P000980,Loja Física,Pix,Entregue,5,11.42,0.293,57.1,40.37,39.45,0.92,Blumenau,SC,Atacado
V019971,2024-03-25,C000006,P000357,Marketplace,Pix,Entregue,1,18.98,0.126,18.98,16.59,15.45,1.14,Salvador,BA,Varejo
V017458,2025-06-17,C000705,P000728,Loja Física,Pix,Entregue,3,12.2,0.114,36.6,32.43,25.92,6.51,Caucaia,CE,Premium
V024793,2024-12-22,C000341,P001080,Marketplace,Crédito,Entregue,3,8.88,0.187,26.64,21.66,19.59,2.07,Juiz de Fora,MG,Varejo
V046484,2025-06-09,C000410,P000755,Online,Crédito,Entregue,2,16.2,0.078,32.4,29.87,19.98,9.89,Caucaia,CE,Corporate
V049632,2024-12-15,C001394,P000469,Online,Crédito,Devolvido,1,15.24,0.178,15.24,12.53,11.65,0.88,Campos dos Goytacazes,RJ,Premium
V025084,2025-06-20,C000032,P000292,Online,Pix,Entregue,1,8.15,0.117,8.15,7.2,4.73,2.47,Belo Horizonte,MG,Varejo
V002625,2025-01-24,C000606,P000724,Online,Crédito,Entregue,2,11.4,0.249,22.8,17.12,14.7,2.42,Ribeirão Preto,SP,Varejo
V006955,2024-12-10,C001480,P000250,Online,Crédito,Entregue,2,5.77,0.145,11.54,9.87,8.38,1.49,Vitória da Conquista,BA,Atacado
V028740,2024-06-13,C001164,P000618,Loja Física,Crédito,Entregue,1,7.64,0.182,7.64,6.25,4.38,1.87,Ponta Grossa,PR,Atacado
V027657,2024-07-14,C001103,P000697,Online,Crédito,Entregue,3,3.15,0.072,9.45,8.77,6.39,2.38,Belo Horizonte,MG,Varejo
V020368,2025-03-21,C001065,P001175,Loja Física,Pix,Entregue,2,15.82,0.131,31.64,27.5,25.5,2.0,Feira de Santana,BA,Varejo
V023478,2024-12-22,C001210,P000111,Loja Física,Pix,Entregue,4,12.7,0.101,50.8,45.67,37.8,7.87,Contagem,MG,Corporate
V027624,2024-12-06,C000170,P000937,Loja Física,Crédito,Entregue,1,29.58,0.13,29.58,25.73,17.96,7.77,Sorocaba,SP,Atacado
V019340,2024-04-09,C000082,P000304,Televendas,Crédito,Entregue,5,19.39,0.35,96.95,63.02,55.0,8.02,São Paulo,SP,Varejo
V021493,2024-08-27,C000881,P000126,Online,Boleto,Entregue,1,11.92,0.182,11.92,9.75,7.45,2.3,Santos,SP,Premium
V037083,2024-07-20,C000758,P000035,Loja Física,Crédito,Entregue,3,36.36,0.209,109.08,86.28,73.92,12.36,Taguatinga,DF,Atacado
V037058,2024-10-13,C001004,P000140,Marketplace,Crédito,Entregue,2,20.04,0.33,40.08,26.85,29.02,-2.17,Sorocaba,SP,Premium
V011547,2024-05-14,C000761,P000152,Online,Crédito,Entregue,2,16.35,0.116,32.7,28.91,19.24,9.67,Belo Horizonte,MG,Premium
V013096,2025-07-08,C000197,P001090,Televendas,Boleto,Entregue,3,11.73,0.164,35.19,29.42,22.5,6.92,Maringá,PR,Atacado
V042858,2024-09-09,C000636,P000336,Loja Física,Crédito,Entregue,1,11.04,0.226,11.04,8.54,7.27,1.27,Rio de Janeiro,RJ,Varejo
V029729,2025-06-14,C001365,P000707,Loja Física,Pix,Entregue,2,29.15,0.174,58.3,48.16,35.92,12.24,Recife,PE,Premium
V009988,2025-06-30,C001236,P000376,Online,Crédito,Entregue,2,11.34,0.269,22.68,16.58,17.54,-0.96,Taguatinga,DF,Premium
V008478,2025-03-13,C000434,P000934,Online,Pix,Entregue,2,11.42,0.012,22.84,22.57,17.24,5.33,Curitiba,PR,Varejo
V030170,2024-12-17,C000801,P000558,Online,Pix,Entregue,3,26.11,0.146,78.33,66.89,45.96,20.93,Ribeirão Preto,SP,Varejo
V018973,2024-11-08,C000091,P000203,Online,Crédito,Entregue,1,21.01,0.123,21.01,18.43,13.16,5.27,Santos,SP,Corporate
V039471,2025-04-13,C000604,P000922,Online,Crédito,Entregue,3,14.36,0.35,43.08,28.0,23.46,4.54,Juiz de Fora,MG,Varejo
V010735,2024-05-09,C000765,P000133,Loja Física,Crédito,Entregue,7,6.06,0.131,42.42,36.86,25.83,11.03,Salvador,BA,Atacado
V002212,2024-07-07,C001429,P000645,Online,Pix,Entregue,5,4.73,0.166,23.65,19.72,13.75,5.97,Londrina,PR,Atacado
V038742,2024-07-12,C000632,P000091,Loja Física,Crédito,Entregue,6,15.77,0.061,94.62,88.85,66.12,22.73,Juiz de Fora,MG,Atacado
V025388,2024-12-14,C000114,P000133,Loja Física,Pix,Entregue,3,5.95,0.301,17.85,12.48,11.07,1.41,Porto Alegre,RS,Varejo
V027452,2024-07-20,C000877,P000526,Marketplace,Crédito,Entregue,6,17.54,0.114,105.24,93.24,71.16,22.08,Maracanaú,CE,Premium
V031211,2024-01-08,C001142,P001183,Loja Física,Pix,Entregue,4,23.62,0.15,94.48,80.31,59.44,20.87,São Paulo,SP,Premium
V032078,2024-01-26,C001360,P000058,Online,Boleto,Entregue,1,25.74,0.138,25.74,22.19,14.34,7.85,Sorocaba,SP,Varejo
V018305,2025-01-30,C001202,P000905,Loja Física,Crédito,Entregue,1,5.56,0.197,5.56,4.46,4.07,0.39,Taguatinga,DF,Varejo
V036451,2024-03-04,C000107,P000509,Loja Física,Débito,Entregue,4,12.63,0.275,50.52,36.63,34.4,2.23,Niterói,RJ,Varejo
V013671,2025-07-22,C001241,P000904,Online,Crédito,Entregue,4,12.93,0.19,51.72,41.89,36.4,5.49,Camaçari,BA,Premium
V008194,2024-01-26,C001059,P000132,Loja Física,Crédito,Entregue,3,31.15,0.35,93.45,60.74,52.38,8.36,Porto Alegre,RS,Varejo
V003289,2024-04-22,C000186,P001008,Televendas,Boleto,Entregue,6,7.75,0.088,46.5,42.41,33.42,8.99,Campinas,SP,Varejo
V047083,2024-09-01,C000564,P000702,Loja Física,Crédito,Entregue,3,10.41,0.144,31.23,26.73,23.61,3.12,Jaboatão dos Guararapes,PE,Atacado
V031430,2024-08-13,C001052,P000031,Marketplace,Pix,Entregue,2,18.91,0.289,37.82,26.89,27.34,-0.45,Volta Redonda,RJ,Varejo
V048364,2024-10-28,C000892,P000022,Loja Física,Pix,Entregue,1,9.99,0.088,9.99,9.11,7.57,1.54,Caruaru,PE,Varejo
V031993,2024-02-21,C000619,P000303,Loja Física,Pix,Entregue,6,5.32,0.085,31.92,29.21,20.4,8.81,Juiz de Fora,MG,Atacado
V036437,2025-02-08,C000633,P000696,Marketplace,Pix,Entregue,1,3.97,0.167,3.97,3.31,2.81,0.5,Sorocaba,SP,Varejo
V021629,2024-06-23,C000476,P001159,Loja Física,Pix,Entregue,1,14.43,0.073,14.43,13.38,9.38,4.0,Santos,SP,Atacado
V038021,2024-03-13,C001268,P000980,Online,Crédito,Entregue,2,11.87,0.135,23.74,20.54,15.78,4.76,Campinas,SP,Varejo
V026165,2025-06-21,C001459,P000978,Marketplace,Crédito,Entregue,3,28.84,0.21,86.52,68.35,56.13,12.22,Vitória da Conquista,BA,Varejo
V012533,2025-02-19,C001275,P000555,Online,Pix,Entregue,1,4.42,0.164,4.42,3.7,3.16,0.54,Maracanaú,CE,Varejo
V000408,2024-09-14,C001005,P000568,Online,Débito,Entregue,6,6.29,0.164,37.74,31.55,23.7,7.85,Juiz de Fora,MG,Varejo
V048608,2024-02-02,C001455,P000395,Loja Física,Pix,Entregue,3,37.43,0.108,112.29,100.16,60.9,39.26,Santos,SP,Varejo
V026367,2024-09-11,C000943,P000558,Marketplace,Pix,Entregue,5,26.26,0.094,131.3,118.96,76.6,42.36,Ceilândia,DF,Varejo
V010744,2025-02-01,C000635,P000628,Loja Física,Crédito,Entregue,1,21.41,0.06,21.41,20.13,11.83,8.3,Chapecó,SC,Varejo
V033090,2025-07-24,C001302,P000860,Televendas,Crédito,Entregue,4,10.29,0.149,41.16,35.03,28.6,6.43,Campos dos Goytacazes,RJ,Varejo
V010158,2025-05-07,C000875,P000082,Online,Crédito,Entregue,3,4.01,0.214,12.03,9.46,9.12,0.34,Fortaleza,CE,Corporate
V017165,2024-10-27,C000519,P000713,Loja Física,Pix,Entregue,4,29.26,0.251,117.04,87.66,72.76,14.9,Maringá,PR,Varejo
V043184,2024-05-04,C000920,P000686,Loja Física,Crédito,Entregue,6,9.5,0.072,57.0,52.9,41.34,11.56,Fortaleza,CE,Varejo
V002916,2025-06-27,C000380,P001165,Online,Pix,Entregue,3,13.71,0.143,41.13,35.25,27.57,7.68,Caxias do Sul,RS,Premium
V027176,2024-10-15,C000868,P000360,Marketplace,Débito,Cancelado,2,18.41,0.345,36.82,24.12,26.12,-2.0,Sorocaba,SP,Varejo
V017898,2024-01-25,C001198,P001098,Online,Crédito,Entregue,4,8.19,0.35,32.76,21.29,20.32,0.97,Santos,SP,Atacado
V022473,2024-10-19,C001061,P001065,Loja Física,Crédito,Entregue,2,4.36,0.147,8.72,7.44,6.5,0.94,Chapecó,SC,Varejo
V005229,2024-04-25,C001461,P000836,Loja Física,Pix,Entregue,4,8.75,0.161,35.0,29.36,21.24,8.12,Olinda,PE,Varejo
V044791,2024-10-11,C001022,P000269,Loja Física,Crédito,Entregue,6,22.45,0.085,134.7,123.25,84.9,38.35,Londrina,PR,Premium
V000344,2024-10-27,C000373,P000851,Loja Física,Boleto,Entregue,3,12.64,0.163,37.92,31.74,23.22,8.52,Recife,PE,Corporate
V049311,2024-02-11,C000181,P000137,Loja Física,Pix,Entregue,3,15.26,0.35,45.78,29.76,26.46,3.3,Brasília,DF,Varejo
V048980,2025-07-24,C001122,P000398,Loja Física,Pix,Entregue,4,25.86,0.185,103.44,84.3,66.8,17.5,Juiz de Fora,MG,Varejo
V014585,2025-07-23,C000859,P000281,Televendas,Débito,Entregue,6,5.44,0.329,32.64,21.9,22.92,-1.02,Juiz de Fora,MG,Varejo
V020217,2025-07-06,C001240,P000525,Online,Pix,Entregue,3,13.83,0.147,41.49,35.39,33.15,2.24,Volta Redonda,RJ,Varejo
V023414,2025-08-01,C001176,P000968,Online,Pix,Entregue,2,8.94,0.188,17.88,14.52,11.92,2.6,Fortaleza,CE,Corporate
V037274,2025-03-27,C001254,P000459,Online,Crédito,Entregue,4,13.28,0.109,53.12,47.33,30.0,17.33,Santos,SP,Atacado
V047947,2024-05-09,C000530,P000474,Marketplace,Crédito,Entregue,4,14.14,0.028,56.56,54.98,30.84,24.14,Juazeiro do Norte,CE,Premium
V042106,2024-01-31,C001336,P000243,Marketplace,Boleto,Entregue,2,8.76,0.03,17.52,16.99,10.46,6.53,Vitória da Conquista,BA,Corporate
V007238,2025-06-16,C001247,P000741,Online,Crédito,Entregue,3,11.22,0.073,33.66,31.2,26.07,5.13,Feira de Santana,BA,Varejo
V031867,2024-02-27,C001053,P000184,Loja Física,Débito,Entregue,3,16.9,0.277,50.7,36.66,30.72,5.94,Feira de Santana,BA,Varejo
V039266,2024-08-24,C001472,P000126,Online,Pix,Entregue,5,11.11,0.35,55.55,36.11,37.25,-1.14,Campinas,SP,Varejo
V045052,2025-04-18,C000018,P000457,Online,Crédito,Entregue,5,31.44,0.123,157.2,137.86,92.3,45.56,Sorocaba,SP,Varejo
V047975,2024-09-07,C000370,P001127,Marketplace,Pix,Entregue,3,26.66,0.059,79.98,75.26,45.48,29.78,Gama,DF,Varejo
V027394,2024-07-31,C001384,P000149,Loja Física,Pix,Entregue,3,8.13,0.35,24.39,15.85,19.47,-3.62,Ribeirão Preto,SP,Varejo
V022777,2024-09-24,C001015,P001004,Online,Crédito,Entregue,5,9.91,0.094,49.55,44.89,30.25,14.64,Juazeiro do Norte,CE,Varejo
V017378,2025-01-16,C000071,P001057,Televendas,Crédito,Entregue,3,6.87,0.027,20.61,20.05,14.31,5.74,Caucaia,CE,Varejo
V026295,2025-05-08,C000277,P000449,Online,Pix,Entregue,2,31.68,0.188,63.36,51.45,39.02,12.43,Santos,SP,Atacado
V007252,2024-12-09,C000873,P000217,Loja Física,Pix,Entregue,3,13.77,0.35,41.31,26.85,22.95,3.9,Vitória da Conquista,BA,Varejo
V025225,2025-05-06,C000445,P000263,Loja Física,Débito,Entregue,2,22.03,0.263,44.06,32.47,27.48,4.99,Sorocaba,SP,Varejo
V026541,2025-05-19,C001224,P000774,Online,Pix,Entregue,1,5.27,0.166,5.27,4.4,4.3,0.1,Caruaru,PE,Atacado
V007432,2025-06-17,C000775,P001033,Online,Crédito,Entregue,5,21.21,0.15,106.05,90.14,86.5,3.64,Brasília,DF,Varejo
V001049,2024-11-01,C000964,P000864,Loja Física,Crédito,Entregue,5,16.26,0.124,81.3,71.22,66.55,4.67,Campos dos Goytacazes,RJ,Premium
V044160,2025-05-16,C000522,P000529,Televendas,Crédito,Entregue,4,10.99,0.238,43.96,33.5,26.04,7.46,Blumenau,SC,Varejo
V009119,2024-11-30,C000242,P001180,Loja Física,Débito,Entregue,3,11.37,0.073,34.11,31.62,23.76,7.86,Maracanaú,CE,Premium
V032805,2025-02-01,C001144,P001167,Marketplace,Pix,Entregue,3,20.35,0.166,61.05,50.92,38.01,12.91,Sorocaba,SP,Premium
V045950,2025-01-09,C000591,P000994,Loja Física,Pix,Entregue,2,16.06,0.124,32.12,28.14,22.28,5.86,Santos,SP,Corporate
V034108,2025-06-27,C000784,P000001,Online,Pix,Entregue,2,24.3,0.103,48.6,43.59,28.4,15.19,Uberlândia,MG,Corporate
V019722,2024-03-01,C000469,P000334,Online,Débito,Entregue,3,14.33,0.103,42.99,38.56,25.56,13.0,Ceilândia,DF,Premium
V038371,2024-07-24,C001462,P000114,Online,Pix,Cancelado,4,4.42,0.35,17.68,11.49,10.28,1.21,Taguatinga,DF,Varejo
V042960,2025-04-02,C001189,P000654,Online,Pix,Entregue,3,17.42,0.078,52.26,48.18,39.18,9.0,Gama,DF,Premium
V012557,2025-05-10,C001375,P000215,Online,Crédito,Entregue,4,16.64,0.123,66.56,58.37,42.2,16.17,Niterói,RJ,Varejo
V036317,2024-12-12,C001303,P000573,Online,Pix,Entregue,3,8.6,0.14,25.8,22.19,18.36,3.83,São Paulo,SP,Varejo
V027205,2024-02-24,C001415,P000780,Loja Física,Crédito,Entregue,2,10.79,0.142,21.58,18.52,16.16,2.36,Maracanaú,CE,Corporate
V039090,2024-10-08,C001089,P000451,Loja Física,Pix,Entregue,5,24.65,0.21,123.25,97.37,70.85,26.52,São Paulo,SP,Corporate
V008192,2024-02-06,C000247,P000455,Online,Pix,Entregue,3,12.37,0.301,37.11,25.94,25.35,0.59,Fortaleza,CE,Varejo
V014280,2024-06-22,C000118,P000126,Online,Pix,Entregue,3,11.42,0.215,34.26,26.89,22.35,4.54,Sorocaba,SP,Varejo
V038464,2025-02-14,C000564,P000083,Loja Física,Pix,Entregue,3,19.38,0.056,58.14,54.88,37.44,17.44,Jaboatão dos Guararapes,PE,Atacado
V007673,2024-04-27,C000112,P000547,Loja Física,Pix,Entregue,1,8.16,0.211,8.16,6.44,5.33,1.11,Brasília,DF,Varejo
V026392,2025-05-27,C000706,P000627,Online,Boleto,Entregue,4,6.57,0.033,26.28,25.41,19.2,6.21,Ribeirão Preto,SP,Varejo
V039901,2024-05-22,C000808,P000984,Online,Débito,Entregue,1,10.57,0.029,10.57,10.26,7.9,2.36,Jaboatão dos Guararapes,PE,Varejo
V036779,2024-10-24,C000543,P000360,Loja Física,Crédito,Entregue,3,17.66,0.125,52.98,46.36,39.18,7.18,Camaçari,BA,Varejo
V043653,2024-02-04,C000128,P000876,Marketplace,Débito,Entregue,2,8.19,0.326,16.38,11.04,12.98,-1.94,Uberlândia,MG,Corporate
V017760,2024-02-21,C001329,P001009,Online,Pix,Entregue,2,11.63,0.074,23.26,21.54,16.24,5.3,São Paulo,SP,Varejo
V048384,2024-04-23,C000868,P000992,Marketplace,Pix,Entregue,5,10.64,0.168,53.2,44.26,42.65,1.61,Sorocaba,SP,Varejo
V000863,2024-12-05,C001144,P000503,Loja Física,Pix,Entregue,4,21.57,0.242,86.28,65.4,49.0,16.4,Sorocaba,SP,Premium
V019262,2024-09-21,C000455,P000950,Loja Física,Crédito,Entregue,1,6.96,0.111,6.96,6.19,5.73,0.46,Ribeirão Preto,SP,Corporate
V045076,2024-06-03,C001149,P000189,Online,Crédito,Entregue,2,16.7,0.188,33.4,27.12,21.8,5.32,Feira de Santana,BA,Premium
V019558,2024-11-24,C000738,P000422,Loja Física,Pix,Entregue,3,17.7,0.182,53.1,43.44,37.41,6.03,Sorocaba,SP,Varejo
V023429,2024-07-24,C000777,P000215,Marketplace,Crédito,Entregue,2,16.08,0.349,32.16,20.94,21.1,-0.16,Campos dos Goytacazes,RJ,Varejo
V019273,2024-03-20,C000741,P000702,Marketplace,Pix,Entregue,3,10.66,0.051,31.98,30.35,23.61,6.74,Jaboatão dos Guararapes,PE,Premium
V040677,2024-04-21,C000467,P000734,Online,Pix,Entregue,1,13.32,0.123,13.32,11.68,10.15,1.53,Camaçari,BA,Varejo
V005569,2024-07-23,C001064,P000163,Online,Débito,Entregue,4,4.12,0.17,16.48,13.68,12.8,0.88,São Paulo,SP,Varejo
V019285,2024-06-23,C001066,P000605,Loja Física,Débito,Entregue,4,15.99,0.212,63.96,50.4,41.0,9.4,Sorocaba,SP,Varejo
V017875,2024-11-06,C000546,P001142,Loja Física,Crédito,Entregue,3,16.05,0.168,48.15,40.06,26.82,13.24,Joinville,SC,Varejo
V003162,2025-07-11,C001223,P000165,Loja Física,Crédito,Entregue,3,12.05,0.033,36.15,34.96,21.03,13.93,Taguatinga,DF,Atacado
V024546,2024-09-17,C000607,P001132,Online,Crédito,Entregue,2,21.08,0.011,42.16,41.7,25.68,16.02,Sorocaba,SP,Varejo
V049218,2024-01-29,C000143,P000769,Online,Pix,Entregue,4,21.01,0.35,84.04,54.63,50.8,3.83,Campos dos Goytacazes,RJ,Premium
V031792,2024-12-06,C001181,P000757,Loja Física,Crédito,Entregue,4,9.91,0.164,39.64,33.14,23.44,9.7,Camaçari,BA,Varejo
V001132,2024-12-16,C001134,P000093,Loja Física,Crédito,Entregue,3,15.27,0.276,45.81,33.17,28.53,4.64,Campos dos Goytacazes,RJ,Varejo
V024565,2024-04-25,C000025,P000164,Online,Pix,Entregue,1,38.25,0.168,38.25,31.82,24.45,7.37,Contagem,MG,Varejo
V031149,2024-07-16,C000518,P000570,Loja Física,Crédito,Entregue,8,15.63,0.104,125.04,112.04,69.28,42.76,Sorocaba,SP,Atacado
V031492,2024-06-11,C000605,P001040,Loja Física,Pix,Entregue,4,15.8,0.069,63.2,58.84,38.6,20.24,Maracanaú,CE,Atacado
V037517,2025-07-01,C000976,P000940,Loja Física,Boleto,Entregue,1,8.29,0.166,8.29,6.91,5.23,1.68,Santos,SP,Atacado
V043064,2024-09-05,C001187,P000836,Online,Débito,Entregue,2,8.33,0.047,16.66,15.88,10.62,5.26,Chapecó,SC,Premium
V009402,2024-10-04,C000793,P000935,Loja Física,Crédito,Entregue,2,27.31,0.091,54.62,49.65,44.48,5.17,Vitória da Conquista,BA,Varejo
V035420,2025-01-30,C001015,P000424,Loja Física,Pix,Devolvido,2,10.11,0.256,20.22,15.04,16.1,-1.06,Juazeiro do Norte,CE,Varejo
V007341,2025-03-08,C000454,P000325,Online,Débito,Entregue,2,11.59,0.155,23.18,19.59,18.48,1.11,Juazeiro do Norte,CE,Atacado
V024870,2024-11-06,C001150,P000292,Online,Pix,Entregue,6,7.89,0.104,47.34,42.42,28.38,14.04,Joinville,SC,Varejo
V048944,2024-03-17,C000354,P000330,Loja Física,Crédito,Entregue,1,19.18,0.062,19.18,17.99,14.23,3.76,Salvador,BA,Varejo
V027525,2024-08-19,C000740,P001059,Online,Crédito,Entregue,3,11.54,0.143,34.62,29.67,21.18,8.49,Uberlândia,MG,Varejo
V028196,2024-07-22,C000484,P001029,Online,Pix,Entregue,4,38.52,0.088,154.08,140.52,119.2,21.32,Fortaleza,CE,Varejo
V015952,2024-12-12,C000242,P000524,Online,Crédito,Entregue,4,6.24,0.209,24.96,19.74,14.36,5.38,Maracanaú,CE,Premium
V025031,2025-04-10,C000987,P000271,Online,Crédito,Entregue,4,15.14,0.166,60.56,50.51,47.6,2.91,Florianópolis,SC,Varejo
V023401,2024-06-07,C000329,P000166,Loja Física,Crédito,Entregue,2,11.99,0.122,23.98,21.05,16.7,4.35,Camaçari,BA,Varejo
V022731,2024-05-20,C001123,P000451,Online,Pix,Entregue,3,25.65,0.157,76.95,64.87,42.51,22.36,Juazeiro do Norte,CE,Premium
V029416,2024-06-15,C001191,P000269,Online,Crédito,Entregue,4,23.81,0.194,95.24,76.76,56.6,20.16,Pelotas,RS,Varejo
V039274,2024-11-20,C000920,P000585,Online,Crédito,Entregue,6,7.02,0.048,42.12,40.1,30.3,9.8,Fortaleza,CE,Varejo
V049189,2025-04-08,C000971,P000646,Loja Física,Pix,Entregue,1,11.68,0.071,11.68,10.85,8.72,2.13,Maringá,PR,Varejo
V034884,2025-04-04,C000286,P000364,Loja Física,Crédito,Entregue,1,32.78,0.171,32.78,27.17,21.94,5.23,Brasília,DF,Varejo
V018968,2024-11-11,C000087,P000756,Loja Física,Crédito,Entregue,3,12.3,0.191,36.9,29.85,21.03,8.82,Niterói,RJ,Premium
V047711,2024-05-06,C000044,P000803,Online,Pix,Entregue,2,12.67,0.161,25.34,21.26,15.32,5.94,Recife,PE,Atacado
V031661,2024-06-22,C000491,P000354,Loja Física,Crédito,Entregue,3,7.31,0.048,21.93,20.88,14.85,6.03,Campinas,SP,Varejo
